Job Title,Department,Earnings,meta_row_index,meta_row_id
POLICE OFFICER,PATROL,80199.67,497,61cad95cd037f8ea174983ba62f641c667fc3b51
POLICE OFFICER,PATROL,80190.47,498,500982ba5c8af364b06d16933c76ec5c84fe3ee3
SR ENVIRONMENTAL PLANNER,NATURAL AREAS,80047.01,499,458c44cfb33b048a247cc1e9e5021ece6631b3da
SR ENVIRONMENTAL PLANNER,ENVIRONMENTAL SERVICES,79989.75,500,4a249464802d8fe529c3a0081ffdf6db87b3ded8
POLICE OFFICER,PATROL,79931.94,501,b81a9f6d30fe3dec1fd9a90eb0ed13ab8ecbf4bf
UTILITY RATE ANALYST,UTILITY FINANCIAL OPERATIONS,79846.75,502,3a1da720e70ed5d2af550e673f0747e2e18b856b
LAN AND SYSTEMS ADMINISTRATOR,INFORMATION TECHNOLOGY,79750.00,503,be3e3b8f6bb3e29230adfd87f8867dd308f67876
POLICE OFFICER,PATROL,79747.20,504,227f7d8ec0615ef96789300da25ec37a6bfa2a78
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,79739.32,505,7f2c7d681e5f35122d2d3de089ce48f62f3edcb1
UTILITIES CUST SUPPORT MANAGER,UTILITIES CUSTOMER CONNECTIONS,79679.03,506,7a408697b0cb35b9d9cee547a58cb6f4d6c332ef
POLICE OFFICER,PATROL,79654.32,507,71c7c9708a7b98954f03e0e170bce8f63cdad5c7
CHEMIST,UT ENVIRONMENTAL SERVICES DIV,79458.82,508,a3b2b044a2a8f85cf6962c569a8e8c3d2bc5cb74
MAINTENANCE PLANNER/SCHEDULER,OPERATION SERVICES,79455.17,509,2cce40e38c70b9af3d98c2547b08b53a946278c5
CREW CHIEF,STREETS,79406.00,510,65ea11664c981a03f70c0f959c22e8dab0454b28
PARKS SUPERVISOR,PARKS,79362.64,511,091bea8c9b90c1909baae79594da9bdfe8ce85a7
POLICE OFFICER,PATROL,79343.23,512,4cdcd77f36a67890e6aa8aef0c721da77168bd52
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,79303.32,513,3dfaf4e0381b782302f7f7c71ea25be9e4f502cf
POLICE OFFICER,PATROL,79292.18,514,ef7a268fba282b93e1f2690f3cd41ad07d1a241b
CREW CHIEF,UT DISTRIBUTION SYSTEM DIV,79266.53,515,dd121ca8cb220eb67c4868fff11c53218c9ea050
POLICE OFFICER,PATROL,79265.20,516,6f0c8cab935e12939bccfd0e32226faa68e5937f
WATERSHED SPECIALIST,UT WATER PRODUCTION DIV,79244.51,517,ea93d376595366835600b15f4cbe08525a986bf1
CHEMIST,UT ENVIRONMENTAL SERVICES DIV,79221.58,518,86e9fdf303a23645b2709b8f3648be69486259e9
CONSTRUCTION INSPECTOR,ENGINEERING,79196.34,519,4d220111faf793e52641343c7611a08e8c9f5d3b
GIS MANAGER,INFORMATION TECHNOLOGY,79094.88,520,487e12ecc13de1ee851da8b2564019d6b8d15153
COMMUNITY ENGAGEMENT MANAGER,UTILITIES CUSTOMER CONNECTIONS,79085.00,521,b8956e14ece889b1bea4472d55f927e2c9ad37a7
POLICE OFFICER,PATROL,79026.83,522,718393ff3f87ecf5eedadc6671bf9f69eb4ca22f
CHEMIST,UT ENVIRONMENTAL SERVICES DIV,78870.72,523,546c8f967d4b4c0c47ffa860b453aae418824f9e
ENERGY SERVICES ENGINEER,UTILITIES CUSTOMER CONNECTIONS,78869.30,524,fc2cba57e0bd4a1fdb92cc402410a5ddeff90d1e
PARKS FINANCE SUPERVISOR,COMMUNITY SERVICES ADMIN,78830.97,525,3812a059874727673d52e5cf2fce74d7fe802521
POLICE OFFICER,PATROL,78804.88,526,cf5b50a3e0709cfae8825b9b48b9f2c723011d31
CRIMINALIST,INVESTIGATIONS,78713.04,527,cb2fe356789aaa734eda83d38d648f69dbb0394f
FIREFIGHTER II - 56 HR/WK,POUDRE FIRE AUTHORITY,78656.09,528,b4298e2e63e9e87fbffa6dc30d173d3c2d48cf18
POLICE OFFICER,PATROL,78648.99,529,e61baf3817d59e4ad867a888c1322ddc4e454536
CREW CHIEF,UT COLLECTION SYSTEM DIV,78593.47,530,c839bc91d737c6d087c812dbd261551286543bbb
INVESTMENT ADMINISTRATOR,ACCOUNTING AND TREASURY,78534.82,531,8ad22f8b2b9524104c2b06c836d338ecb7cba4ed
RECREATION AREA MANAGER,RECREATION,78490.20,532,2caa9bc3eb140397be766906f46c042489b52d42
POLICE OFFICER,PATROL,78379.89,533,c1c827bf92b81db4c40605db2f1a3017f6eee580
ELECTRIC LINEWORKER,ELECTRIC FIELD SERVICES,78149.02,534,b8bd4870b1c581ecd29b92be109c45dd862497f8
CREW CHIEF,UT DISTRIBUTION SYSTEM DIV,78122.97,535,34e7e6ba8acec09be25a969bb8b43c7f5de7e1fd
COMPENSATION ANALYST,HUMAN RESOURCES,77968.37,536,73db0e37e0dd175299267ff0023969fff73f5662
BUILDING INSPECTOR-Inactive,COMM DEV & NEIGHBORHOOD SVCS,77964.10,537,12c81495d4935f17c2c6336d980698f2d5dc6ea9
CHIEF CONSTRUCTION INSPECTOR,ENGINEERING,77950.66,538,f9d16ce79a1273dd29f71c9cf17d971df4214c69
WATER RESOURCES ENGINEER,UT WATER RESOURCES DIV,77877.37,539,a9f6a5e9aa3efbf5e35654ed1dccaf0605cecf76
POLICE OFFICER,INVESTIGATIONS,77867.54,540,d459fd7cd829db78ef46d2f9d7b536cc00db85f6
CHEMIST,UT ENVIRONMENTAL SERVICES DIV,77805.51,541,12b990c468d9b6649324e7968b3ca2b1890099ff
EMERG SERVICES DISPATCH SUPV,POLICE INFORMATION SERVICES,77698.17,542,e2c88ba08d7053b73e8089bc5b1fdf44dd6908b2
POLICY AND PROJECT MANAGER,CITY MANAGER'S OFFICE,77688.30,543,e9a97e4af70af0b5b02c3779c7602a3c5250d022
POLICE OFFICER,PATROL,77639.81,544,114b95530f2e8a5c2a034caec14a11ab153345b5
CREW CHIEF,UT DRAINAGE SYSTEM DIV,77608.29,545,5547bfb1ca39457eab60fb36bb2c12a67e5432de
FINANCIAL & POLICY ANALYST,OPERATION SERVICES,77586.00,546,0dcc8851001131a6a8cbabfb63b0d86f623193a5
POLICE OFFICER,INVESTIGATIONS,77485.13,547,4ea4578c8e40110a1d5ef6fc5b573fb4e587b2d6
SR CITY PLANNER-Inactive,COMM DEV & NEIGHBORHOOD SVCS,77445.44,548,f7702ccecd2fbb2174a0c2741c63806340e9a7ec
POLICE OFFICER,PATROL,77416.15,549,8ac3cecfdb6b8153ed98ab76360cae5c9b11ee78
ELECTRIC UTILITY PROJECT MGR,UT STANDARDS ENGINEERING DIV,77378.72,550,2d2b7b0c4e31a553300176e8935dbcb0ca409ebe
PARKS SUPERVISOR,PARKS,77337.32,551,70e85bff64f33acba53f213a0ae962a77b36d806
BIKES PROGRAM MANAGER,FC MOVES,77231.40,552,a98a70414b8d0cad702c727250f05c4e395809d8
POLICE OFFICER,PATROL,77231.13,553,a7169733ca82b4f0963024f0230821acfa149dc6
WATER SUPPLY SUPERVISOR,UT WATER PRODUCTION DIV,77227.50,554,c59b40eede26d0f0e2c4205cdbe78a50ce5526dd
EMERG SERVICES DISPATCH SUPV,POLICE INFORMATION SERVICES,77151.04,555,a6940cc90f23d069fbcb277b5b6e1c9a0bb98358
FIREFIGHTER I - 56 HR/WK,POUDRE FIRE AUTHORITY,76993.77,556,9420a8db6271c762b429e10384e45e103568e480
COMMUNICATIONS & MARKETING MGR,UTILITIES CUSTOMER CONNECTIONS,76922.96,557,a4dc10b9744803159e9d684847d3d5975489293f
PERFORMING ARTS CENTER MGR,CULTURAL SERVICES,76818.12,558,00af095e0053365624a8255780c04801c7232e4f
EMERG SERVICES DISPATCH SUPV,POLICE INFORMATION SERVICES,76809.67,559,a88ce50f561fb03e6cc1f57113f95c30b3dad7ec
POLICE OFFICER,PATROL,76773.91,560,f77bbf65cef023cf5a42ac318a7bb9c5b576c0a3
SURVEY PARTY  CHIEF,ENGINEERING,76683.54,561,97cf0b4ef3f64a58f92f68126284ff7cb95eb7ce
CIVIL ENGINEER II,ENGINEERING,76674.35,562,0f1442412bad4f75c3d42c85b749a2f1b295c19d
FIREFIGHTER I - 56 HR/WK,POUDRE FIRE AUTHORITY,76670.24,563,769ba146a447266982590fd5b5aea955d1e1547a
POLICE OFFICER,PATROL,76634.55,564,f5912fd60472c89583f6bd7e07b97c6c1087eec4
LEAD PLANT OPERATOR,UT WATER PRODUCTION DIV,76587.56,565,745105d57eb2f403bae5fbdbb4a0d842d3a77569
LEAD BUILDING INSP-Inactive,COMM DEV & NEIGHBORHOOD SVCS,76489.24,566,e510d2daa25967353c888d44407a8345a963d5e9
INTEGRATED LIB SYSTMS ADMINSTR,LIBRARY DISTRICT,76413.75,567,042df4abc9e1c20f81196f9d54a1bb36a3e957dc
SR HRIS/BENEFITS ANALYST,HUMAN RESOURCES,76377.29,568,50fd92328c35aca2ce9ea295c70a3696497fab3c
ELECTRIC LINEWORKER,ELECTRIC FIELD SERVICES,76352.00,569,55d1b1d3395db87ac384974d5bb645a62485001b
CHEMIST,UT ENVIRONMENTAL SERVICES DIV,76297.44,570,2eed65fe97e532db63d051760eee58897254d22b
SR CONSTRUCTION INSPECTOR,ENGINEERING,76151.02,571,fa6db66b6ae9552deb5aa07d1b1f1992083a01b3
ECON POLICY & PROJECT MGR,ECONOMIC HEALTH OFFICE,76037.88,572,1499a885961ce02cb4119554d047b5b78f5dbc36
LEAD PLANT OPERATOR,UT WATER PRODUCTION DIV,75985.73,573,3b56d59d2768a26a85b5bbbbc6ef16d30417042b
FIREFIGHTER I - 56 HR/WK,POUDRE FIRE AUTHORITY,75915.95,574,388911dfdab98e509245839cc2269752ac92a6fd
ENERGY SERVICES ENGINEER,UTILITIES CUSTOMER CONNECTIONS,75837.25,575,3268f7043da9dcc9129c117ea65c605cfaae4a34
POLICE SERVICES TECHNICIAN,POLICE INFORMATION SERVICES,75799.54,576,038626a169ce3c3685ce60d7ed13ef6bc2fa9790
PLANT OPERATOR,UT WATER PRODUCTION DIV,75643.60,577,8c0e0f1dbf11cd9d0d76181600d584d3e0f27ea8
MANAGER OF PARKS,PARKS,75570.20,578,e7a770e7fee420ec2cc65647386195dba586e673
CIVIL ENGINEER I,UT WATER UTILITIES ENGINEERING,75487.71,579,48f6c07759386762a67a6abb2a135dd05c24964b
CIVIL ENGINEER I,UT WATER UTILITIES ENGINEERING,75417.19,580,1ad7ec087bd60c82f230e59a70b315bb89a0e11c
POLICE OFFICER,PATROL,75407.43,581,e6440da571d90958459d31e2132eb97abba7f6ad
CREW CHIEF,TRAFFIC,75380.54,582,dbff51b4976a7726e57fc2b6cae1fa476839a6bc
WELLNESS PROGRAM MANAGER,HUMAN RESOURCES,75309.71,583,2c8e575126277ccb317afd0e656bc0a81141d9d8
SYSTEMS SPECIALIST,INFORMATION TECHNOLOGY,75264.06,584,814111316b58044c723e2f4fb7e574efbc0f4d8b
LINEWORKER EQUIPMENT SPEC,ELECTRIC FIELD SERVICES,75261.35,585,f66b520e666ba347a409477160bb6fe242eeeb72
"DIR SAFTY, SECURTY & RISK MGMT","SAFETY, SECURITY, & RISK MGMT.",75192.36,586,6fec5bb833cd9718a54f9f5890540168bff148f6
POLICE SYSTEMS ANALYST,INFORMATION TECHNOLOGY,75155.16,587,94d8b71f7f556f97b1c7f59214fcefe71f4a22dc
UTILITIES PROJECT COORDINATOR,UTILITY FINANCIAL OPERATIONS,75114.12,588,54eb569dbe3f415dab8bbc82bda68a6893e4c57a
ELECTRIC LINEWORKER,ELECTRIC FIELD SERVICES,75031.07,589,71dc95ccfeaee0fd7c17370f862f89febc45b95b
LINE CREW CHIEF,ELECTRIC FIELD SERVICES,74954.82,590,bc13dc011d00bbbd0f239cbd78ae4f5d599ed24f
EMERGENCY SERVICES DISPATCHER,POLICE INFORMATION SERVICES,74857.73,591,4c6561d7f743680d66f333274377a8fbe0e6ef18
RECORDS MANAGER,POLICE INFORMATION SERVICES,74784.12,592,ee8bb38c8a3fbd22fc4ab496b949b5d9effc9b63
CIVIL ENGINEER I,UT DISTRIBUTION SYSTEM DIV,74764.23,593,c86c423fb0f248ab5d5ad0196b86eed5d103d00c
DIR OF SOCIAL SUSTAINABILITY,SOCIAL SUSTAINABILITY,74667.90,594,6def502fbe85a90c87682035eba49f8c9ea06690
POLICY AND PROJECT MANAGER,CITY MANAGER'S OFFICE,74599.00,595,59ed13bb116519c9f3cb8e31fc361c28ae223c3d
COMMUNITY RELATIONS MANAGER,NATURAL AREAS,74579.73,596,3d4f1db15a20f183b00e4a2ff661d29669e2df37
ENERGY SERVICES ENGINEER,UTILITIES CUSTOMER CONNECTIONS,74497.98,597,fe8300d715bf48d261b89c9ae00e91dc53716b56
MGR OF GARDENS ON SPRING CREEK,CULTURAL SERVICES,74401.87,598,0995a6c1013bb886ed9a8138e4409bb1bbd00293
CIVIL ENGINEER I,UT WATER UTILITIES ENGINEERING,74369.06,599,53d653a72544ce18be6404fe3d8c1425ecce0fbd
CHIEF SUSTAINABILITY OFFICER,SUSTAINABILITY SERVICES ADMIN,74363.40,600,a0f21b7d5b57a7c679b09819c55e81268113bb02
ASSISTANT CITY ATTORNEY I,CITY ATTORNEY'S OFFICE,74353.27,601,39bb3700e545a02c177b26c3e716b3a930ed9496
DIRECTOR OF PDT,PDT ADMINISTRATION,74322.66,602,97b5b5f38ecad4406e262471a47f03cf3a7958a3
LIBRARY MANAGER,LIBRARY DISTRICT,74259.08,603,92631c25540fdccebd4f06b9a37ef004154e0130
CHEMIST,UT ENVIRONMENTAL SERVICES DIV,74141.22,604,d7c8b2e085581da40e6d77529e0e5d4c595ebe5a
CHIEF DEPUTY CITY CLERK,CITY CLERK'S OFFICE,74066.64,605,a7d47b8cd64f47c05ee93dcce638d1461bc0742c
TRAFFIC SIGNAL TECH II,TRAFFIC,74031.97,606,f64f0c56fc1984a142dd980b2c78854273133607
CIVIL ENGINEER III,ENGINEERING,73927.27,607,e67fe67da26150a13d3f2f21a4e0dcda63d27468
ELECTRIC LINEWORKER,ELECTRIC FIELD SERVICES,73915.47,608,0511c59538d1892532541e4c8b79534103b511f9
POLICE OFFICER,INVESTIGATIONS,73896.10,609,8a05715d3025182a8a10427e18bc1be4ad67147b
WEB PROGRAMMER ANALYST,INFORMATION TECHNOLOGY,73862.04,610,b143d5acb45d6dd51c16291e8009ad2e8de7f612
PARKS PROJECT MANAGER,PARKS,73857.42,611,d361a533b6834b82b41e9664ba4f9ac5322ce165
CREATIVE DIRECTOR,COMM. & PUBLIC INVOLVEMENT,73788.48,612,76082f2f054694863e9d93ecbf1120db6ad79108
SR ENVIRONMENTAL PLANNER,UTILITIES CUSTOMER CONNECTIONS,73746.36,613,f27623c7cdfa1a249f1ba56d1cf3b9582a7dc0ea
CREW CHIEF,PARKS,73701.23,614,c4887e95715b12b28a4ab5ea070de7084959bee5
VICTIM SERVICES SUPERVISOR,INVESTIGATIONS,73672.61,615,4d7f5f8fe0313387f68f320c23a33881937713a4
TECHNICAL SERVICES SPECIALIST,INVESTIGATIONS,73643.87,616,78b36e58470742cdeba1b70bc21c55a4be37a3e2
SR BUDGET & BOARD COORDINATOR,POUDRE FIRE AUTHORITY,73608.71,617,86f0b941f9e2561663397da5d9c9834eed5424f1
ERP ANALYST,INFORMATION TECHNOLOGY,73580.04,618,9a979d4b9a6ca8659f8b456971a3d7be5e19d4fc
ELECTRIC UTILITY PROJECT MGR,UT ELECTRIC SYSTEMS ENG DIV,73564.00,619,09372b9694e52339d080a1eb188afbd878758385
SYSTEMS SPECIALIST,INFORMATION TECHNOLOGY,73524.96,620,48afbcd01c8c681d8171bcbf0ee63298894e14c6
SHOP SUPERVISOR-Inactive,OPERATION SERVICES,73296.75,621,98af50be26edf092f7799f8be7bcf81743363756
POLICE OFFICER,PATROL,73272.97,622,14b09884cd5e97dad951606f25bf9a117f5950b0
POLICE OFFICER,PATROL,73254.85,623,e7780a2431e0993964bfee6b36c63976acb98923
PLANT OPERATOR,UT WATER PRODUCTION DIV,73203.50,624,a0f8006068195c84196b1d3926c6bcc5f6244179
POLICE OFFICER,PATROL,73129.80,625,6c38b437b0eae4c5936bb2b7326ce0b9884f5946
POLICE OFFICER,PATROL,73119.75,626,daa68c0d672ddfa879d77697f0bc9dcd64f9a3f5
POLICE OFFICER,PATROL,73087.29,627,32683bb3dc7684cc57e1eddbb1398c79a929c0ab
SYSTEMS ANALYST,INFORMATION TECHNOLOGY,73076.71,628,026d6754215f532baeea6a82833a2a96a104e988
POLICE OFFICER,PATROL,73020.69,629,14481f78afc4d2346f0f3e7583e7a15944d560b6
POLICE OFFICER,PATROL,72983.21,630,177788afdbc0e8a49d2ecd74fe4b6fb3e98e8d69
HR & POLICY ADMINISTRATOR,POUDRE FIRE AUTHORITY,72897.34,631,dfc0bd7adf2f7f15b6d0be52b2937d3435935881
SR SALES TAX AUDITOR,SALES TAX,72697.26,632,95d58ca1098a384e3feaff2ae2f9681978fc46e3
FIREFIGHTER I - 56 HR/WK,POUDRE FIRE AUTHORITY,72605.38,633,e67014c9bbaa9863de821515a435f5074029a27e
EMERGENCY SERVICES DISPATCHER,POLICE INFORMATION SERVICES,72594.52,634,bf96649575b6da2266cb12a347750ea4abb91401
KEY ACCOUNTS REP,UTILITIES CUSTOMER CONNECTIONS,72495.36,635,82b29abe85c277371197dfea32732fee0bf59b13
POLICE SERGEANT,PATROL,72492.31,636,31281095e7f91a196efe6f583b7af3eb7654a350
RECREATION SUPERVISOR,RECREATION,72441.23,637,40868a40e5820727ad7a655b08b11136872128ad
POLICE OFFICER,PATROL,72304.05,638,64d655ab40043611fed68959bb06a6000a56c8fe
POLICE OFFICER,PATROL,72291.06,639,5872694cd0c029f64c3865d63b83e55b26ceb6af
SR ASSISTANT CITY ATTORNEY,CITY ATTORNEY'S OFFICE,72250.00,640,a88dd01a8e5ff4e9e88db91cf7c1194b3e7fc97b
COLLECTIONS MGR - LIBRARY,LIBRARY DISTRICT,72237.91,641,284a1d1e4f953f543555e1c2f0dba490e8341ff2
RESOURCE RECOVERY CHIEF,UT WTR RECLAMA & BIOSOLIDS DIV,72226.98,642,8528a44a682372f168c41edf9e499a8e478069a1
SUPERINTENDENT OF GOLF-Inactiv,PARKS,72090.59,643,78890bee21097cc2c124d1ef11b3ddffef36782f
PARTS SUPERVISOR,OPERATION SERVICES,72090.59,644,511bd34d70f1233fd72166acc4859f942c441f6f
CONSTRUCTION INSPECTOR,STREETS,71991.49,645,e12591d05c85493424e126f63da949ae8863474f
ENERGY MANAGER,OPERATION SERVICES,71925.04,646,f3e211d2ca3519e65d991a3b4073cf4c3cc497e4
HUMAN RESOURCES PARTNER-Inactv,HUMAN RESOURCES,71920.43,647,0df4dcd8040baef997a15e0ea05d7b15031893e8
POLICE REPORT SPECIALIST,POLICE INFORMATION SERVICES,71912.99,648,2f1338229878bdcff9f86d7b0751737b3ecec29f
POLICE SERGEANT,INVESTIGATIONS,71816.67,649,67c5eddbe36a73b273e8adc7b4f653b19e505c72
SERVICE DEV MGR-Inactive,TRANSFORT / DIAL-A-RIDE,71809.21,650,e200a28901344ad924c9a3ee74dd669746819fe0
GIS MAPPING TECH - Inactive,POUDRE FIRE AUTHORITY,71751.22,651,a44975d06e07e074a39b17feed17a88d7fd178fc
SUPERINTENDENT OF GOLF-Inactiv,PARKS,71722.55,652,9b8ba834c77a72624754dd402beba9d996aa50ba
POLICE OFFICER,PATROL,71590.25,653,2009b5302b11edd4a3a22b98a2f8e42a8ccac4ad
FINANCIAL COORDINATOR,PARKING,71385.64,654,04fc05723ed8238348e478bd12c47ce604489e5a
REC FINANCE/BUSINESS ANALYST,RECREATION,71383.08,655,65c7f155119c4a39bb3b82e137797253ebb72eac
FLEET MAINTENANCE TECHNICIAN,POUDRE FIRE AUTHORITY,71376.16,656,5954a47bad434dc11e939656620d385aa547db8d
FIREFIGHTER I - 56 HR/WK,POUDRE FIRE AUTHORITY,71304.20,657,026f5452fd1d9077b16d9ce95a56acf8beab94c8
CREW CHIEF,PARKS,71241.86,658,73fff043a6917d965ae3d06d47ea0735e7a694c9
POLICE OFFICER,PATROL,71203.99,659,d200c4c883594512cdd328903a332e29bed08a73
ACCOUNTING DIRECTOR,ACCOUNTING AND TREASURY,71168.80,660,4b044232752e781c850cd632acd828280b15095d
SR CITY PLNNR/ZONING-Inactive,COMM DEV & NEIGHBORHOOD SVCS,71016.48,661,2cfccd5171e4839bbe213b6a8b65a87fea27e2bc
CONSTRUCTION INSPECTOR,ENGINEERING,70858.15,662,2ff7f73a5fa173170abdd466e83b1e6214a6df06
POLICE OFFICER,PATROL,70832.88,663,6b636422712857490f8dc245d9d396a59907bc2e
CITY PLANNER,COMM DEV & NEIGHBORHOOD SVCS,70813.60,664,a3ba828ee3a9f1a598fd177b75429daa0c9df83e
RECREATION SUPERVISOR,RECREATION,70774.64,665,cfd2c79af105abf81b48df110b6b2d54fa1bf768
ASSISTANT MUSEUM DIRECTOR,CULTURAL SERVICES,70747.36,666,550f87f0881955bffbd4dd40b547383aa478829b
POLICE OFFICER,PATROL,70740.30,667,a030c5167a826eb8e82d8f9b10d976666732a85b
PLANS ANALYST,COMM DEV & NEIGHBORHOOD SVCS,70660.83,668,63e3a893247c9db5c41f3870b447e769aecaed72
POLICE OFFICER,PATROL,70653.27,669,bd8b1bf55d9e65ef0767452f1029f86c445ea241
ELECTRIC LINEWORKER,ELECTRIC FIELD SERVICES,70534.31,670,7e4419e59845017407684de84aab7ae7a19ea52d
LIBRARY MANAGER,LIBRARY DISTRICT,70522.74,671,148c9f7f750cd81adc887691a1693f342d3612f0
LEAD MECHANIC,OPERATION SERVICES,70507.98,672,92191e47dec8d03204891427c783bba549c92657
FIREFIGHTER I - 56 HR/WK,POUDRE FIRE AUTHORITY,70438.06,673,a2ea5b53b4628fbc93f6b5a077f74eb0c8d86a47
POLICE LIEUTENANT,OFFICE OF THE CHIEF,70374.83,674,92361307e04eb201593b7bead9c9ef7a43a81de7
SUPERINTENDENT OF GOLF-Inactiv,PARKS,70373.13,675,67c9d57fbd504831f56217a90dbb892f5c5e063a
ELECTRIC METER TECH,UT STANDARDS ENGINEERING DIV,70297.85,676,39d6b4fdd1de19656de6e250a720cdc4dc3122d1
SR ELEC UTIL PROJ MGR,UT ELEC SYSTEM DESIGN & IT DIV,70218.00,677,02d2cdf071df7c8e4b4a423bc14f78498ffae96c
CREDIT/COLLECTIONS REP,UTILITIES CUSTOMER CONNECTIONS,70208.00,678,de287432d72d56bf7fcf1033d34d6b37b1a15a7b
CREW CHIEF,PARKS,70148.61,679,612cc2c64b64e14a1f7e9506f3205d2e8052259b
COMMUNITY SERVICE OFFICER,PATROL,70018.90,680,bce36b8e834f8f2b03e1188d83811675b2d8326f
POLICE REPORT SPECIALIST,POLICE INFORMATION SERVICES,69995.55,681,9a27b682dc25c57d8227c674f1031757702a77c5
POLICE OFFICER,PATROL,69943.90,682,5756a3faebafbe1d8a1bfcebff1c73dd53d29ac1
MECHANIC,OPERATION SERVICES,69751.70,683,20c03ac2b73cfa00d2fb39022ad2f384dbd6dc21
POLICE OFFICER,PATROL,69712.56,684,41a3e8e573454bebb68765bcfaa989ead2fefca0
SYSTEMS SPECIALIST,INFORMATION TECHNOLOGY,69689.32,685,35b5ba061a9179adf7d04685e8d5253788604632
KEY ACCOUNTS REP,UTILITIES CUSTOMER CONNECTIONS,69652.36,686,35f34c18824b3a4ec016af15267b67a8b915a142
CHEMIST,UT ENVIRONMENTAL SERVICES DIV,69637.31,687,d7571ef5a0e4416fd8c56f326317541283f1dcee
ENVIRONMENTAL PLANNER,NATURAL AREAS,69625.09,688,a923a9e21e03862cd943bd02c7fcb739571bcf8a
POLICE REPORT SPECIALIST,POLICE INFORMATION SERVICES,69616.27,689,45fa3e9375d5977e670cfde8f145fe2a79b8813c
STREETS EQUIPMENT OPERATOR II,STREETS,69565.02,690,633329c88ce78328d1e4ba796c8de8f846950e47
CHEMIST,UT ENVIRONMENTAL SERVICES DIV,69556.47,691,90c62ecbb383ec902f12bc6090c09343bd2bfefc
POLICE OFFICER,PATROL,69476.37,692,4e52a86e3eac17123d26d67a090d959981d9963f
POLICE OFFICER,PATROL,69421.10,693,f048c931148744880b33b7cd75f1a68118ef797e
ELECTRIC METER TECH,UT STANDARDS ENGINEERING DIV,69396.45,694,514d5c64d196b0564d9acb55329af83a067c0aaa
LEAD MECHANIC,OPERATION SERVICES,69382.40,695,017f524dc3f08e5bbf87999e88c06243d93cca2a
LEAD MECHANIC,OPERATION SERVICES,69325.71,696,8ac04c9712cadd945a2a7e762e2152d4839eabdc
SYSTEMS ADMINISTRATION MGR,INFORMATION TECHNOLOGY,69230.72,697,a7e1d9572e17c1f4dd85b58f330a039312c81148
FIREFIGHTER I - 56 HR/WK,POUDRE FIRE AUTHORITY,69181.05,698,a2581ddd7b61993314c631e247d9a9194a6c3a17
PLANT OPERATOR,UT WATER PRODUCTION DIV,69177.74,699,eeb4ef6745c1b8ab1a3f278c270a4fabbff07c03
BUILDING INSPECTOR-Inactive,COMM DEV & NEIGHBORHOOD SVCS,69095.16,700,dae3ce2200ed510528848cf10b1f8207df0e1621
GIS PROGRAMMER/ANALYST,INFORMATION TECHNOLOGY,69066.48,701,2dd2e80172d29845c9f7f7294f03070a1365ebb5
CREW CHIEF,PARKS,69052.09,702,c293d5605f3f5a673a74e9f30227383c73b70b0a
CREW CHIEF,NATURAL AREAS,68988.82,703,0ee00b6c818da94b5e075082f6332f1038ff6949
SR BUYER-Inactive,PURCHASING,68979.89,704,927f822dc42dc15ef6f5e5fc4b441169d1c6a7fb
COMMUNITY SERVICE OFFICER,PATROL,68941.61,705,f2c125e58f004f4fe8ed3beb2f985a662ba8524f
THERAPEUTIC RECREATION SPEC,RECREATION,68920.24,706,af2846fdf5872879bf520d50e4e71bcc171ec6ee
SYSTEMS SPECIALIST,INFORMATION TECHNOLOGY,68855.04,707,c01608a98e818d7940b6648f0e13958f6414f030
CONTROL & DATA SYS SPECIALIST,UT PROCESS & SUPERVIS CNTR DIV,68813.74,708,3435b3f9bebf1541d206f8d3ed6fbbc42309f62a
EMERGENCY SERVICES DISPATCHER,POLICE INFORMATION SERVICES,68799.66,709,5b32f06eac2d42bd6e915b66fc20277a817f1352
MASTER ELECTRICIAN,OPERATION SERVICES,68731.60,710,91caf5c9445b1e9e28d1ea7284bcc872ed687937
LIBRARIAN,LIBRARY DISTRICT,68698.99,711,73375719dca48e0ccbe25d3668ba29b03a87a380
PLANT OPERATOR,UT WATER PRODUCTION DIV,68666.85,712,fd1e8149cffb6c3f66ca2abc5921a87a9b778602
ELECTRIC LINEWORKER,ELECTRIC FIELD SERVICES,68639.81,713,d417578f6fa8517cb33430bb879bfbc29a246d42
INSTRUMENT/ELECTRIC TECH,UT WATER PRODUCTION DIV,68604.26,714,f3b9cdaead2d6d34d8ca6822cf108c1f538b6af7
INSTRUMENT/ELECTRIC TECH,UT WATER PRODUCTION DIV,68500.94,715,f6f755986b48204e3dd10db48e8f6730a2ba7cd3
POLICE OFFICER,PATROL,68436.53,716,e8f4e6810401893b48215d56c6afcd4ce45fc005
MECHANIC,OPERATION SERVICES,68320.53,717,8b6285fb4bc7dcbf5f4a3e7de9fa7a0e3d8d5e4b
MAINTENANCE SPECIALIST,UT WATER PRODUCTION DIV,68268.81,718,84ee957ef0198ad0626a559a8361b3c5fa949eb6
PROGRAMS ADMINISTRATOR/DDA,DOWNTOWN DEVELOPMENT AUTHORITY,68254.22,719,2f5c6fdd61cb09268ce469454a34824ea49d3346
PROPERTY / EVIDENCE SUPERVISOR,POLICE INFORMATION SERVICES,68172.48,720,36b36cd83584d8070197f73178fe23dc4b5e05e8
